高楼上谁穿着青袍眺望，就像望春台边随风飘扬的青旗。	青旂遥倚望春台	青山遥望下邳门	春旗已在望春台	旌旗遥倚望春台
只见那古往今来的歌舞之地。	但看古来歌舞地	看取向来歌舞地	愁见向来歌舞地	回看金张歌舞地
消除国难，恢复了太平，感觉酣畅淋漓。	如见万里烟尘清	万里烟尘连紫塞	厌见尘沙万里黄	如何万里沙尘外
我以前在巴东三峡之时。	我在巴东三峡时	巴东三峡数巫阳	我行江南上峡来	巴东三峡猿啼处
况且身在边塞，感伤时事，也就早早闭门。	绝塞愁时早闭门	只合忧时早闭门	老不禁寒早闭门	绝塞闭门时欲暮
远远地看见牧童骑着牛缓缓地在前村走过。	骑牛远远过前村	牛背前村短笛过	舟过前村迷远近	又逐牛羊入远村
众小人把他们嫉妒诽谤。	众谗人之嫉妒兮	免教人谤退之谀	不怕聪明招嫉妒	才因出众人皆嫉
猿鸟犹疑是惊畏丞相的严明军令。	猿鸟犹疑畏简书	孤怀犹畏简书稽	鱼鸟犹疑畏简书	归心徒畏简书传
回想起昔曰的欢会依旧激情似火，只可惜已成旧事花残叶落。	重衾幽梦他年断	寒恋重衾觉梦多	一衾幽梦春风里	当年断梦随寒雨
人老了不知道花有美态。	老去不知花有态	老眼不谙花态度	老去不知春兴减	老去不能知许事
山岭是广阔天空与大地的分界。	天长地阔岭头分	海阔天高地水中	天远地平城更阔	海阔天长路转分
太荒凉了，想想这秦地当年的繁盛，的确让人不堪回首。	不堪回首思秦原	可堪回首望平原	中原回首不堪思	不堪回首望中原
飘荡在风里的船也知道和月亮徘徊留连不已。	风船解与月裴回	风送船回势莫攀	风船解与月徘徊	无人解与月宫游
故乡里哪个地方会迎来一只归船？	故乡何处一归船	故乡空见一舟归	故乡何处一身遥	故乡万里知何处
我那年二十四岁。	是时翁年二十四	靖康二年四月十	同年四百二十六	年年二十四番信
想当年不肯嫁人是因为自惜容貌，不甘轻易辜负此生。	当年不嫁惜娉婷	前生应是惜娉婷	天孙不嫁惜娉婷	自惜娉婷不嫁人
只能等到黄泉路上再相见。	九重泉路尽交期	行尽九重天上路	九泉无路绝交游	九重泉路托何人
千里传来的噩讯啊，怎知道究竟是真是非！	千里传闻果是非	道路传闻互是非	万古传闻果是非	一麾千里是家传
三尺木皮冻裂，辨不清纹理。	三尺木皮断文理	三尺断碑今又失	数条藤束木皮棺	自伤瘿木藏文理
青春的日子容易逝去，学问却很难成功。	少年易老学难成	少年学道竟何成	少年恒恐年难老	年少如君学行成
去和风流佳人结交，送上写着名字的红色纸笺。	风流名纸写红笺	谁写红笺记姓名	风流名字双笺写	手写红笺教记取
布谷飞来飞去的劝说人们早些耕种。	布谷飞飞劝早耕	布谷何劳也劝耕	提壶布谷鸟催耕	布谷劳劳且劝耕
我纵有“经天纬地”的才华，文章也被人视为无益于世，跟蜘蛛网上缀着的露珠又有何两样。	何异丝窠缀露珠	冷蕊垂垂缀露珠	钗头万颗缀明珠	何况苔枝缀玉鸾
眼前这难以比拟的壮丽景色想来与蓬莱相同。	壮观绝致遥应同	壮观元同十八潮	壮观应须好句夸	遥观亦与近观同
古时嵩山的隐者，如今却在哪里。	嵩阳居士今安否	赖有东阳老居士	少年居士正安禅	给孤居士今安在
的众乡人只得到仙人们赏赐的一杯流霞仙酒。	只得流霞酒一杯	安得流霞共一尊	流霞曾饮一杯无	恰有流霞酒一壶
何况就算是故乡，也没有像这里这样优美的湖光山色。	故乡无此好湖山	无此湖山惜故乡	他乡无此好湖山	湖山无恙故乡看
经常进入深林中连鸟都不会起疑心。	惯入深林鸟不猜	人过疏林鸟不惊	路入林深鸟乱啼	秋入林间鸟不惊
金色的沙滩在夕阳的照耀下闪着熠熠夺目的光彩。	金沙熠熠动飙光	秀吐金莲熠熠幽	熠熠流光漾水烟	依然熠熠泛辉光
异乡客子在黄沙碛里把路迷。	黄沙碛里客行迷	数里黄沙行客路	黄沙古碛行行见	黄沙碛里霜天梦
都渴望过一种“无官一身轻”的隐居生活。	欲隐墙东不为身	本为荣家不为身	我隐墙东等侩牛	欲隐墙东学侩牛
又讨厌鹦鹉的叫声太谄媚。	苦嫌鹦鹉语声娇	传声鹦鹉舌关娇	隔花鹦鹉声声唤	唤人鹦鹉语犹涩
旱云形象千姿百态竞返长空。	千形万象竟还空	千形万状只无人	物化虚空万象悬	百千万劫是空时
大户人家的绣幕完全敞开着，都在冬至节的时候，做生活中非常重要的事情。	绣幕家家浑不卷	轻寒帘幕家家酒	低迷帘幕家家雨	绮陌家家不下帘
思念回东溪守着竹篱故居。	思向东溪守故篱	忆向江东太守园	老向东陵卧故侯	且向东臬守故篱
养在深闺之中外人不知她美丽绝伦。	养在深闺人未识	长在深闺那识路	画眉人在深闺里	写向深闺意未安
图书满席表明我不忘辛勤。	满席图书不废勤	不废东斋满架书	箧里经书不废看	满室图书杂典坟
春风里处处都盛开着枳壳花。	处处春风枳壳花	处处春风面面花	何处香来枳壳花	处处春风杨柳花
国家正当用武之际，即使写出像宋玉那样的悲秋文章，又有什么地方需要它呢？	文章何处哭秋风	宁馨何处哭秋风	故人何处哭秋风	千载文章秋鬼哭
不知道在东城外共饮清明酒。	未知东郭清明酒	遥知幕府清明饮	不知东郭谁酣餍	清意未教携酒知
河边渡口有人独自站着唤渡。	渡口唤船人独立	晚渡舟横人独立	人立沙头催渡船	独唤江船立渡头
被翠叶笼罩着的海棠花苞一颗一颗像豆子一样，是那么均匀。	翠叶轻笼豆颗均	翠叶轻笼豆颗匀	千叶轻黄点翠丛	细叶轻花拥翠楼
还不如林中的乌鹊，母鸟不离开小雏，雄鸟总在它们身旁呵护。	母不失雏雄伴雌	不见胡雏与父争	老雌恋雏不顾雄	相呼不失雌雄好
满头白发，形容憔悴，漂泊流荡在荒远的秦关。	独将衰鬓客秦关	犹将衰鬓对柴桑	忍将衰鬓客天涯	独轻人事鬓将衰
金黄的芦苇铺满江岸，白色的蘋花飘荡在渡口。	黄芦岸白蘋渡口	芦荻岸边秋水白	芦叶黄时少白蘋	芦白枫丹照绿蘋
杂卉乱花，哪里能比美争芳。	杂卉乱花无比方	仙人琼卉初无比	奇花无数杂藤萝	杂植园花无党政
南冬百年头蔹韵窀祷，还掩映在怪石之中。	怪石堆庭见吏衙	怪石当阶惊卧虎	怪石堆山如坐虎	竹石丛中吏守衙
在那画楼之西侧桂堂之东。	画楼西畔桂堂东	寝楼西畔坐书堂	小亭西畔画楼东	郁金堂北画楼东
一阵暴雨，从浙东渡过钱塘江，向杭州城袭来。	浙东飞雨过江来	西风挟雨过江来	风吹微雨过江来	一帆飞渡过江来
不要损坏了你的愁眉与细腰。	莫损愁眉与细腰	双眉莫展因愁锁	那与愁眉替得颦	不学修眉与细腰
转动玉虎辘轳可以汲上饮水。	玉虎牵丝汲井回	井边玉虎牵丝惯	玉藕牵丝引更长	古井青丝玉虎牵
穿着肥硕宽大的黑色粗麻布衣服，迎着呼啸的北风，在田野里烧烤着猎获物。	麻衣黑肥冲北风	北风吹土染征裘	北风浩浩卷征衣	试着麻衣咏北风
西风吹刮着客人上马离去。	西风吹客上马去	西风吹散马头尘	北风吹客上高台	西风吹客上阑干
又像商人走在蜀道间。	又似贾客蜀道间	只似蜀江江上路	似须隐约住蜀道	争似春风登蜀道
纵有春天到来，一切没有变化，又从哪里看到春天呢？	总有春来何处知	谁道春从何处来	何处春来有汝家	纵有春来何处知
孔明真不愧有管仲和乐毅的才干。	管乐有才原不忝	诸葛有才方乐毅	管乐有才终不忝	君才管乐真无忝
她乘坐的车子是用七种香木做成，绫罗的帷幔装在车上。	罗帷送上七香车	吴王醉上七香车	绮罗丛里驾香车	游尘争度七香车
独自行进在，与天隔离的空间。	元不黏天独自行	不负人天苦行禅	只向天然自在行	行止关天不自由
五十年来胡旋舞却一直延续下去。	五十年来制不禁	三十年来诗不进	五十年来费思量	五十年来不负天
绕满都城借来匹又老又病的马。	遶城假得老病马	试问老人那得病	病疮老马不任鞿	传得泉南老病身
那就开箱看看我石榴裙上的斑斑泪痕吧。	开箱验取石榴裙	箱裙久褪石榴红	泪痕染作石榴裙	浅深看取石榴裙
唉。	金盘玉箸无消息	玉碗金盘消息断	金舆玉辇无消息	金盘玉箸荐银梭
恐怕都因为这一段岁月里作诗太费辛苦。	总为从前作诗苦	岂为作诗真太苦	从前秪为作诗苦	不是从前赋清苦
院内鲜花迷蒙山间流水清泠泠。	庭花蒙蒙水泠泠	游洲岩下水泠泠	花濑蒙蒙春澹澹	苹花摇日水泠泠
昨晚涂的胭脂已经掉落，你的肌肤上还有未干的香汗。	粉落香肌汗未干	新粉才消露未干	泪浣香腮粉未干	粉肌生汗白莲香
九月份降霜秋天寒冷早。	九月降霜秋早寒	八月霜清肃早秋	高秋九月严霜飞	九月肃霜天渐寒
新酿的美酒已经很熟，味道醇厚而又芬芳。	酒味已醇新过熟	酒贱茶饶新面熟	山中白酒应新熟	酒味已醇新过热
金虏还没消灭我的怒气不会平静。	逆胡未灭心未平	未灭西戎恨不平	心悸魂惊尚未平	逆胡未灭时多事
彩灯带着欢欣的笑意燃烧月下，月亮如水似银。	灯烧月下月如银	悬灯月下夜如昼	漆灯和月照银屏	银灯照夜月当台
原来玉门关一带春风是吹不到的啊！	春风不度玉门关	春风长绕玉门关	春风不度雁门关	春光不度玉门关
南昌之南的老伴又与我别离。	豫章天南隔老妻	鹫章南下老羌来	天南游子关河老	天南汉节隔梅花
无数的春笋生满竹林。	无数春笋满林生	满林新笋一齐生	春入林间无数笋	满林春笋生无数
如果不是李渊得到传国的玉玺。	玉玺不缘归日角	玺归日角谋何急	万国同瞻玉玺归	玉环何日归廷尉
定然是随风来到我身旁。	随风应已到长安	相随征骑到长安	也随举子到长安	荔支应不到长安
世间的富贵我大概没有缘分。	世间富贵应无分	人间富贵非不有	无复人间富贵机	人生富贵谁无分
姑苏城外那寂寞清静寒山古寺。	姑苏城外寒山寺	须记姑苏城外泊	姑苏城外枫林寺	姑苏城外王珣宅
他们后来都有了风云际遇的讥会。	攀龙附凤当有时	攀龙附凤化侯王	附凤攀龙志未降	攀龙附凤彼何人
黄莺的啼叫声就像踏动织布机时发出的声音一般。	交交时作弄机声	交交戛戛水禽声	春鸟交交亦自名	流莺相伴语交交
乐声清脆动听得就像昆仑山美玉击碎，凤凰鸣叫。	昆山玉碎凤凰叫	凤凰泣碎昆山玉	凤凰时下玉山禾	苍梧月出凤凰叫
从古到今玉垒山的浮云变幻莫测。	玉垒浮云变古今	南国浮云变古今	阁上浮云变古今	北去浮云自古今
剑外忽然传来收蓟北的消息。	剑外忽传收蓟北	远信忽传闽徼外	剑外乌蛮传檄定	仲晦都传蓟北来
竹林外两三枝桃花初放。	竹外桃花三两枝	竹外梅花一两枝	野杏溪桃三两枝	小桃竹外两三枝
好山好水，我怎么也看不够。	好水好山看不足	好山好水看不足	好水好山处处宜	绿水青山看不足
对风鸣唳想的究竟是什么呢。	临风一唳思何事	临风洒翰一凄其	临风莞尔缘何事	临风何必更潸然
而那嘹亮的笛声却好像还飘荡在空中，久久淡散。	余音嘹亮尚飘空	馀音嘹亮尚飘空	馀音嘹亮桓伊曲	圆音疏节出空山
小船还系在岸边，虽然我不能东归，飘零在外的我，心却长系故园。	孤舟一系故园心	孤舟一系百年心	孤舟聊系故人情	孤城落日故园心
请您下马暂进入酒家垆。	脱鞍暂入酒家垆	脱却鹴裘付酒家	鹔鹴还解酒家垆	便脱征衫问酒垆
天山下雪之后北风凛冽。	天山雪后北风寒	天山雪后海风寒	北风吹雪暗天山	雪后北风尤苦寒
宁愿共死也不忍分离。	不忍云间两分张	不分人间有别离	云梦相牵两不分	不住中间彻两头
拄着拐杖走过桥的东边恣意观赏这春光。	杖藜扶我过桥东	杖藜徐步过桥东	杖藜试过溪桥去	拄藜扶我过桥东
没有一次推却称说自家清贫。	未尝一日辞家贫	未恨家贫无历日	一日还家只旧贫	一百五日家未归
垂杨伶仃，懒洋洋地随着东风倾侧。	困倚东风垂杨瘦	玉人春困倚东风	花倚东风人倚栏	瘦倚东风似柳枝
想借菲薄祭品表示心虔衷。	欲以菲薄明其衷	告成敢以达衷私	絺绤凄其毂寸衷	敢以微诚将薄物
瞿塘峡白帝城一带，秋草萧瑟荒凉。	瞿唐石城草萧瑟	佳城萧瑟閟滕公	斗大孤城萧瑟甚	草色萧瑟边风悲
不料他床已空十天前便外出饮酒。	经旬出饮独空床	不饭经旬病在床	经旬寂寞卧空床	经旬出饮独床空
饮到烂醉，倒下而睡。	醉来睡着无人唤	枕书眠着无人唤	倦来枕石无人唤	老农醉卧无人唤
那人世间一切险恶的岔路都被大雪覆盖了。	盖尽人间恶路岐	历尽人间行路难	盖尽人间恶路歧	散在人间要路岐
阳春三月，在溧阳酒楼相会。	溧阳酒楼三月春	三月渔阳春水来	洛阳二月三月春	十月小阳春酒生
自从冬天唱起新曲。	自从雪里唱新曲	雪里共听骊唱别	笛里新翻曲谱新	爱唱新蝉帐中曲
折支芦管躺在绿草地上吹着小曲。	芦管卧吹莎草绿	春风吹绿上芦芽	细草轻莎绿满堂	闷吹芦管倦眠蓑
珠帘不卷可知夜里飞霜。	珠帘不卷夜来霜	朱帘不卷雨来多	珠帘不卷上银钩	珠帘不卷月来迟
一头长长的香丝乌云般一直撒落在地上。	一编香丝云撒地	一径梅香云满地	一缕炉香一卷书	绾脱青丝散一编
那是谁种下了萧萧修篁一片。	谁种萧萧数百竿	手种苍筤数百竿	只有萧萧竹数竿	谁种庭中数竿竹
因为奉了君王之命暂时欲去又未去。	为衔君命且迟回	为君回首驻征衔	东君不为留迟日	为报君王且莫猜
头上插满茱萸只少我一人。	遍插茱萸少一人	遍插茱萸偏我少	茱萸插遍知人少	茱萸插帽几人同
在万里归乡的途中，奔波不息，至今还未回到自己的家乡。	万里还乡未到乡	万里乡关飞不到	万里还乡还异乡	千里还乡已到乡
三千美丽的宫女登上了大龙舟。	三千宫女下龙舟	天魔宫女綵龙舟	三千宫女衣宫袍	宫女三千下广寒
我这老夫，真不知哪是要去的地方。	老夫不知其所往	晚出不知心所往	归来不知其所往	老夫当日亦知人
舴艋小舟做家一会向西一会向东。	舴艋为家西复东	家住钱塘东复东	家寄秦淮东复东	舴艋为家东复西
若想看到以前我高高的发髻的样子。	欲识旧来云髻样	欲识近来真懒态	掠削新来云髻样	高髻云鬟宫样妆
光彩明丽、圆满如镜的月亮不用打磨也晶莹剔透。	圆满光华不磨莹	入夜光华分外圆	颗颗圆光得月多	光华无处不圆通
一声画角夕阳照在楼头。	角声孤起夕阳楼	角声孤起暮云稠	角声高起夕阳楼	角声孤起在城楼
像这样的穷乓颊武，不管百姓死活的帝王。	穷兵黩武今如此	穷兵黩武征辽海	竟致穷兵黩武嗤	汉武穷兵老未休
早晨，画栋飞上了南浦的云。	画栋朝飞南浦云	画栋飞云锁上头	朝飞画栋云初起	南浦飞云看画栋
深闺里美丽的女子漾起思春的情意。	兰闺艳妾动春情	想见春闺饶艳福	幽闺春夜若为情	调兰欲动先春色
平阳公主家的歌女新受武帝宠幸。	平阳歌舞新承宠	曾将歌舞承欢宴	昭阳女伴新承宠	歌舞初承恩宠时
