高楼上谁穿着青袍眺望，就像望春台边随风飘扬的青旗。	青旂遥倚望春台	青山遥望下邳门	春旗已在望春台	旌旗遥倚望春台
我怅望着江南，怅望着江北，只见到波浪拍天。	江北江南水拍天	江北江南水拍堤	江南江北水滔天	江北江南一水分
就可以得到无际的春天。	可买千里春	且可买青春	千里逐春归	千里共春还
站在长满杜若的江洲边上的我还没有回到故乡。	杜若洲边人未归	杜若洲边白鸟多	杜若洲边小艇归	杜若洲边春月斜
能收到你的书信非常欣喜。	欣然得朗之	居然得所欣	得句一欣然	欣然有所得
江上的片片帆船急速地行驶着，如同离弦的箭。	江帆几片疾如箭	风帆片片疾如梭	一片征帆如鸟疾	飞帆如箭劈流开
世人学舞只是舞来舞去。	世人学舞只是舞	闻说有人狂起舞	也向人前学舞腰	掌中学舞是前身
因为竹笋还未长成长竿。	箨小未成竿	篱笋渐成竿	柔叶箨间成	竹笋未成竿
我天天都喝得酩酊大醉如烂泥一般。	日日醉如泥	拚我醉如泥	不得醉如泥	连日醉如泥
盛开后渐渐凋零的菊花倚着稀疏的篱笆。	花开残菊傍疏篱	菊傍疏篱秋自好	绕篱疏菊又花开	尚馀残菊傍篱开
但春天开放淡淡的花儿不好看。	淡花应少春	花浮少许春	晚花犹及春	春花应尚好
有点凉的深秋之夜。	凉冷三秋夜	凉秋明月夜	玉露三秋夜	露冷三秋月
经过的路途，却不足百里。	趣途无百里	百里即殊途	泥途百里程	百里畏途轻
到了晚上，渔人们在岸边敲石取火。	沙头敲石火	船灯敲石火	每看敲石火	烹茶敲石火
汪生的别墅面朝北山。	汪生面北阜	北阜与西山	北面老先生	屠生似北海
冷落的白昼，卧看行云，倦极而眠。	闻道河阳近乘胜	闻道西泠近乘胜	闻道近多乘兴者	闻道石桥多胜境
赣江两岸，百里没有人家。	夹江百里没人家	五里人家十里塘	夹江两岸故人家	夹岸人家尽枕河
柴门多日紧闭不开。	三日柴门拥不开	镇日柴门杜不开	牢把柴门闭不开	终日柴门闭不开
累累白骨曝露于荒野之地无人收埋，方圆千里都没有人烟，听不到鸡鸣。	白骨露于野，千里无鸡鸣。	平田栖白骨，千里见飞鸦。	白日照寒野，缅然千里平。	万山驱白凤，千里暗黄云。
世世代代传无穷。	永永传无穷	永世播无穷	永佑宋无穷	璿源流永永
古有齐人出入坟墓间乞讨祭食以向妻妾夸耀。	人乞祭余骄妾妇	犹是当时乞祭人	人乞祭馀骄妾妇	亦是齐人乞食馀
厅堂西边的竹笋长得茂盛，都挡住了门头，堑北种的行椒也郁郁葱葱长成一行却隔开了邻村。	堂西长笋别开门，堑北行椒却背村。	出自西门入北门，南回东转逐村村。	爱尔茅堂背郭开，古墩芳树逐行来。	西偏取路横穿竹，北向开门倒看松。
时下恰逢战乱，道路时通时堵，江山的气象一天天地冷落萧条。	道路时通塞，江山日寂寥。	羽书时道路，戎马暗江乡。	道路时通塞，关河未肃清。	道路何屯塞，闺门著肃雍。
佛楼雄伟依傍大江烟云缭绕。	楼势出江烟	楼势凌城郭	楼出九江云	烟势分岚出
僧熟路踏苍苔归寺。	苍苔路熟僧归寺	采药僧归烟际寺	暮云松径僧归寺	细径僧归云外寺
而在这暮春时节里虽然农人家的话快要落尽了。	知是人家花落尽	远近人家花尽开	知是邻家花落尽	不知落尽繁花后
虽然无雨，地上已洒满细小的梨花。	不雨棠梨满地花	满县棠梨春著花	梨花满地不开门	棠梨满地雨霏霏
风吹电闪之中旌旗飘，战鼓擂动。	风吹鼍鼓山河动	大江鼍鼓动高秋	南溟风鼓雪山涛	风力拔山鼍鼓震
古朴的琴上本没有琴弦。	素琴本无弦	无弦一素琴	人知琴无弦	素琴无复弦
已经老大无成了，在这成都里面的美酒还真可以用来度过晚年，更何况有像卓文君这样的美女当垆卖酒。	美酒成都堪送老，当垆仍是卓文君。	快意人生何必酒，当垆人胜卓文君。	文君卖酒成都日，独立垆头无侍儿。	息国不言偏结子，文君中酒乍当垆。
虢国夫人受到皇上的宠恩。	虢国夫人承主恩	次国承恩许绍荆	虢国有恩承载薄	虢国夫人早入朝
见了它也羞得不敢走近水边映照自己的华美的羽毛。	不敢照毛衣	不敢怨沾衣	不惜露侵衣	临水不敢照
早知佛教教清净之理。	早知清净理	清净理应馀	蚤知清净理	早谙清净理
有一位桥头老人对我怜念。	桥头长老相哀念	白头相隔念慈亲	白头送汝应长念	桥头老树如相识
我一进李监你家就感觉到王孙贵裔的风韵。	尚觉王孙贵	早适王孙贵	共识王孙贵	不识王孙贵
使我感动落泪沾湿衫衣。	感我涕沾衣	感我泪沾衣	感慨一沾衣	感激涕沾衣
突然皓首攻文。	白首徒攻文	白首攻医业	无成徒白首	白首尚论文
她若地下有知，也会因伤春而愁白了头。	地下伤春亦白头	几日伤春欲白头	眼底伤心又白头	伤春白发苦难诗
是不是还肯像过去同游时，再听那竹禽啼唱？	肯听竹禽啼	怕听水禽啼	听禽自在啼	山禽隔竹啼
有人疑惑不解地问我，为何幽居碧山。	问余何意栖碧山	问余何事栖碧山	何意南来访此山	何事应游栖碧山
您我五月间相约穿越太行山。	五月相呼渡太行	五月双舻偶共行	五月江深渡马来	载月船呼渡口僧
她自己心中已经有中意之人，只怪旁人愚钝，不知道她已托心于人。	托心自有处，但怪傍人愚。	盗亦自有道，人而或不仁。	自有生身处，曾无报本心。	安心自有处，求人无有人。
价钱多少以花的品种来定。	酬直看花数	看花莫看迟	准拟看花少	直看花落尽
但整天浓阴密布，云天雾海。	云容薄更深	山云夕更深	云容晚更稠	云容晚更亲
左臂挂着一个破筐。	左臂悬敝筐	白拂悬墙敝	臂悬两角弓	陌上执懿筐
今日相逢人人必须痛饮醉倒。	斗酒相逢须醉倒	尊酒相逢须尽醉	相逢斗酒醉长安	斗酒相逢成一醉
那时，黄鹄还在亭院内高飞，成群的白鸥被游人的舟楫惊起。	锦缆牙樯起白鸥	锦缆牙樯照浪花	锦缆牙樯映水𣸣	锦缆牙樯官座舫
检验玉真假还需要烧满三天。	试玉要烧三日满	难磨已试三烧玉	试茶正要旋烘盏	良玉试烧三日火
休要推辞这杯酒，辜负十分诚挚劝酒的心意。	莫辞盏酒十分劝	莫辞盏酒十分醉	不辞美酒十分劝	休辞金盏十分斟
请您听取我的《明日歌》。	请君听我明日歌	请君听我姚州歌	听我长歌行路吟	请君听我秋风辞
欢乐的接待来访的宾客。	欢娱接宾客	为客寡欢娱	欢娱疏胜集	宾客于中接
恻怆以致泪水沾满衣襟。	恻怆泪沾臆	零泪沾粉臆	春风泪沾臆	悽怆泪沾巾
八骏神马的车子日行三万里。	八骏日行三万里	坐地日行八万里	北伐日行三十里	一日行时三十里
经常与人在马上比试胜负。	赌胜马蹄下	随郎马蹄下	驴骏胜羸马	何言马蹄下
既然圣贤都饮酒。	贤圣既已饮	烂饮无贤圣	贤圣已往古	既不忍饮乳
温泉水只好跟随大流，奔赴到海。	独随朝宗水	下有朝宗水	野水自朝宗	水自朝宗去
轻风隔着田垄送来阵阵牧笛声。	短笛横吹隔陇闻	吹笛风斜隔垄闻	短笛横吹怨楚童	短笛横吹载月归
好象天上的浮云一样来去无情！	泛若云无情	般若太无情	天道若无情	云泛本无心
涨潮时分江水就漫过柴门。	潮水入柴扉	渠水映柴扉	春水入柴扉	积水近柴扉
虽然我们都住在洛阳城，仅仅分在城东。	洛阳城东西	西出洛阳城	东望晋阳城	城中东西市
众神飘忽在有无之间，阴阳之间。	神兮长在有无间	神仙隐在有无间	此生元在有无间	凡身犹在有无中
不知何处的棹声惊动了草丛中的睡雁，大雁纷纷从南浦中飞起。	起雁似惊南浦棹	归雁每从南浦见	一雁惊飞湘水浦	春草便惊南浦别
恐怕还要招来背时的牵累。	恐招负时累	恐负野人招	负恩时易失	常恐负所期
盛开的花朵在阳光照映下倩影婆娑，朦胧惝恍。	淡晴花影不分明	一帘花影不分明	却憎花柳太分明	影得疏花分外明
弹着素琴心情恬淡平静。	素琴机虑静	素琴宜静夜	琴樽静者心	忘机静此心
又是谁来摘下那像垂珠般的果实呢？	何人摘实见垂珠	已见绿房珠作实	垂珠不见黄柑实	何人剖蚌出明珠
高举金杯面对精美丰盛的席宴。	金樽对绮筵	金卮荐绮席	金樽宴锦轩	开樽列绮筵
边塞上连草木都知道成名。	塞垣草木识威名	先令草木识威名	中原草木识威名	繇来草木仰威名
几行归去的雁就好像字联。	雁行斜去字联联	鸿雁行中讶失联	书字一行斜去雁	数行旅雁斜飞去
蓝天下，惨淡的残阳究竟为啥，却偏偏照射着死寂的空城？	残阳何意照空城	斜阳满地照残碑	斜阳残雪照楼中	西山残照下城阴
以前讥笑我微贱的那些人。	当时笑我微贱者	旁人笑我背时好	当时笑我洛中来	笑杀当时高隐者
攻下了盛产胭脂的燕支山，使胡人惊叹：失我燕支山，使我妇立无颜色！	燕支落汉家，妇女无华色。	中妇出燕赵，容色鲜如花。	燕赵有佳人，羞作凡家妇。	上阳宫里女，玉色楚人多。
绿苔太厚，不好清扫。	苔深不能扫	苔深径不删	经年不扫苔	庭深不复扫
明年我们再相聚时，谁还健在呢。	明年此会知谁健	明年此会知谁在	明年此会知谁肯	明年此会更谁题
有如此倾国倾城的好颜色。	有此倾城好颜色	倾国倾城颜色好	若似此花颜色好	不信倾城好颜色
惹得巫山神女梦里添香。	惹得巫山梦里香	转入巫山一梦中	飞入巫山梦里来	尚负庐山梦里香
思乡的眼泪在旅途流尽。	乡泪客中尽	滴尽他乡泪	老泪客中留	引人乡泪尽
还是没有听到收复中原的好消息。	不见塞尘清	不见塞尘飞	尘清塞外春	极塞虏尘清
君山望镜自照面颜。	一螺青黛镜中心	山山如黛镜中看	湖中山影一眉青	至今青黛镜中心
读起来很费解。	读之了不闲	读之了不解	读书不求解	读书不成事
你现在正赶上这样一个好的时运。	少年兴运会	寓兴少年场	中兴会百年	运会百年重
少年不知道早起勤奋学习。	黑发不知勤学早	到老不知勤学苦	不须更说知机早	几多黑发不曾白
因为他的士兵多死在飞狐关。	羯奴半死飞狐道	渴饮匈奴方死血	马渡飞狐起朔云	飞狐饷道越闾邱
醉着酒走上雨花台看看。	酒酣走上城南台	酒酣移客一登台	走马忆登江上台	酒酣更向城南眺
出入随行。	出入拥平原	独树出平原	出没望平原	齐鲁入平原
燕郊大地，芳草鲜美的季节快要过去。	燕郊芳岁晚	我惭芳岁晚	洛郊春向晚	不忧芳岁晚
军人在行军途中经常患病，住宿时又没有粮食吃。	行多有病住无粮	多病无钱送酒家	多病却无口腹营	今年多病无行乐
梁陈朝代交替，战争残酷，白骨满地。	梁陈白骨乱如麻	人如战蚁乱麻麻	白骨纵横似乱麻	七雄戈戟乱如麻
安贫乐俭是我一贯崇尚。	贫俭诚所尚	所尚世清贫	所贵敦微尚	明节固所尚
天公无道，贤才早陨。	天畏遭衔啮	天人畏相与	炎天常畏酒	畏人枚可衔
到处是敲锣打鼓欢庆胜利。	处处欢声噪鼓旗	箫鼓花城处处声	处处欢声鼓笛楼	处处丛祠鼓笛喧
嘈然宛转如同凤凰啼鸣。	嘈然宛似鸾凤鸣	何处箫声似凤鸣	峭茜风过鸾凤鸣	翩翩鸾凤喜和鸣
当年韩信羞与周勃、灌婴为伍，祢衡耻于交往屠沽小儿。	韩信羞将绛灌比，祢衡耻逐屠沽儿。	曾将逃死嗤张俭，何取狂生荐祢衡。	难甘恶少欺韩信，枉被诸侯杀祢衡。	拟同骚仆从长吉，不遣橘奴觅李衡。
请不要以为长安是行乐所在。	莫见长安行乐处	早晚长安行乐处	莫是长安行乐处	乐游原上见长安
可与之倾吐心事的人连两三个都没有。	可与语人无二三	可人方外二三子	十事从人无二三	屈指可谈无二三
受到府吏的驱使奔来又走去。	受他驱遣还复去	不先受禅且驱除	驱去复来仍此都	免被人驱去复还
铁甲冰冷得让人难以穿上。	都护铁衣冷难着	东风冷峭著衣寒	山童衣薄冷难禁	铁衣著尽著僧衣
当梨枣成熟之时，少年杜甫频频上树摘取，一日至少千回。	庭前八月梨枣熟，一日上树能千回。	相将头白被春恼，一日绕树百千回。	亭前几树黄皮熟，日日莺啼数百回。	殷雷秧绿又期月，指日枣红能几时。
一起畅饮共为重阳菊花干杯。	陶然共醉菊花杯	得钱且醉菊花杯	陶然共醉碧山卮	颓然共醉菊花觞
淮南王刘安带着酒过去一起狂饮。	淮王载酒过	春来载酒过	江濆载酒过	花溪载酒过
君之高大，即使是金高南山买君一顾，也是值得的。	金高南山买君顾	黄金不买昭君本	黄金不贮买山钱	金高南山视如土
这里到故乡有七十五个驿亭。	故乡七十五长亭	一别故乡五十年	七十长亭到会稽	何许长亭七十五
淡淡的云在天上飘，风儿吹拂着我的脸庞，此时此刻已近正午。	云淡风轻近午天	云薄风轻雨后天	风轻云淡午天春	风轻云淡雨馀天
不由得使人对着墓前的青松流下了泪水。	流涕向青松	流涕向烟霞	流涕向窗纱	挥涕向青松
年轻的丈夫长期出门在外，就像蝴蝶一样到处飘飞。	东家胡蝶西家飞	东家蝴蝶又西家	东家蝴蝶西家飞	东家胡蝶雪中回
桃花艳红李花洁白人都称赞。	桃红李白皆夸好	桃红李白年年好	桃红李白犹闲事	桃红李白要提携
从河流两岸，一直延伸到整片沙滩上，全都长满了芦草。	夹岸复连沙	堤连沙衍出	短岸复长堤	隔岸连平野
梦中又见到君王醒后心里生疑。	梦见君王觉后疑	梦里河山觉后疑	或恐君王有梦来	梦中忽见君王面
遥远的大海在重重山峦的那边。	叠嶂隔遥海	叠嶂分苍岛	遥山隔海青	叠岭分遥海
可感觉要回到那里却比登天还难。	杳在碧云间	只在白云间	杳在碧云端	杳杳白云间
山路上苍翠的树，与来的时候一样浓密。	绿阴不减来时路	不为清阴减路尘	天阴不似去年时	绿荫不减来时路
此事本不属佐吏的职司。	此事不系于职司	何事此牧不在天	官家此事宜深知	此事边防系重轻
而富贵人家却处处观赏歌舞。	朱门几处看歌舞	回首朱门歌舞地	朱门歌舞争新态	几处红楼醉歌舞
洛水已经变成了易水。	洛川为易水	电扫洛川滨	为祟非泾水	洛阳为易水
入夜之后寒霜浓重西风吹起。	夜来霜重西风起	夜来更下西风雪	夜来一阵西风起	夜来江山秋风起
鸳鸯鸂鶒在水中嬉戏好像家禽。	鸳鸯鸂鶒如家禽	鸳鸯鸂鶒贪嬉戏	鸳鸯鸂鶒总双飞	鸳鸯鸂鶒满池娇
回想当年在门下省供职时，曾经蒙受皇帝恩赐的樱桃，退朝时双手把它擎出大明宫。	忆昨赐沾门下省，退朝擎出大明宫。	却忆大明朝谒罢，紫萸擎出赐千官。	清晨谒帝大明宫，拜赐归来夜过中。	却忆御前催草诏，几回朝罢大明宫。
我连忙乘兴踏雪去游乾明寺，将木屐的齿痕一一印上石阶。	阶前屐齿我先行	行春踏花屐齿香	阶前屐齿妨穿玉	陛前屐齿我先行
仪容举止都要符合潮流。	容止顺其猷	声容和顺时	其命止于斯	进止德容尊
